REF_AREA,CURRENCY_DENOM,TIME_PERIOD,OBS_VALUE
IT,X1,2021-05,2956.3398800000004
IT,X1,2021-06,3250.1648999999998
IT,X1,2021-07,88.42468
IT,X1,2021-08,5.6436399999999995
IT,X1,2021-09,0.1087
IT,X1,2021-10,177.44080344859998
IT,X1,2021-11,1130.4216702654
IT,X1,2021-12,10.820789999999999
IT,X1,2022-01,2.30885
IT,X1,2022-02,475.30222857155997
IT,X1,2022-03,20.5593
IT,X1,2022-04,175.62733
IT,X1,2022-05,395.6931497195
IT,X1,2022-06,97.11336000000001
IT,X1,2022-07,208.8699
IT,X1,2022-08,0.099
IT,X1,2022-09,454.545
IT,X1,2022-10,25.1911111112
IT,X1,2022-11,2463.4564
IT,X1,2022-12,4.9608799999999995
IT,X1,2023-01,35.39888039014
IT,X1,2023-02,270.55899
IT,X1,2023-03,850.4393
IT,X1,2023-04,103.51442907270001
IT,X1,2023-05,2503.87079
IT,X1,2023-06,3031.18627
IT,X1,2023-07,19.99389081818
IT,X1,2023-08,0.1834320709
IT,X1,2023-09,7.9788885365999995
IT,X1,2023-10,0
IT,X1,2023-11,3102.07124937481
IT,X1,2023-12,68.55778094544999
IT,X1,2024-01,423.95130058819996
IT,X1,2024-02,15.4296388889
IT,X1,2024-03,375.327460285829
IT,X1,2024-04,1406.8234047394187
IT,X1,2024-05,2083.874190588224
IT,X1,2024-06,93.46943446728949
IT,X1,2024-07,1869.4902912618402
IT,X1,2024-08,1.7827600000000001
IT,X1,2024-09,1596.806
IT,X1,2024-10,301.56291558003903
IT,X1,2024-11,755.2088310527588
IT,X1,2024-12,273.4427750625861
IT,X1,2025-01,487.46731
IT,X1,2025-02,1141.848758828
IT,X1,2025-03,212.28132741262428
IT,X1,2025-04,310.38180273119997
IT,X1,2025-05,2813.98108
IT,X1,2025-06,535.0787521191
IT,X1,2025-07,99.4751
IT,X1,2025-08,326.736014645541
IT,X1,2025-09,335.190844779766
IT,X1,2025-10,1980.7084261048947
IT,X1,2025-11,67.1982634885
IT,X1,2025-12,349.93276000000003
IT,X1,2026-01,328.2588277768782
IT,X1,2026-02,433.8608330157
IT,X1,2026-03,264.5439223308
IT,X1,2026-04,748.7928960801021
IT,X1,2026-05,3004.63975834
IT,X1,2026-06,3573.33335
IT,X1,2026-07,10839.8493306643
IT,_T,2014-01,72509.52
IT,_T,2014-02,56285.8
IT,_T,2014-03,55924.69
IT,_T,2014-04,82195.34
IT,_T,2014-05,76770.29
IT,_T,2014-06,56512.01
IT,_T,2014-07,48868.45
IT,_T,2014-08,31160.06
IT,_T,2014-09,46827.32
IT,_T,2014-10,53870.8
IT,_T,2014-11,41117.42
IT,_T,2014-12,30125.28
IT,_T,2015-01,63929.86
IT,_T,2015-02,51520.97
IT,_T,2015-03,63071.88
IT,_T,2015-04,52249.49
IT,_T,2015-05,41031.02
IT,_T,2015-06,47145.61
IT,_T,2015-07,48196.72
IT,_T,2015-08,33393.9
IT,_T,2015-09,44140.03
IT,_T,2015-10,48230.46
IT,_T,2015-11,48121.25
IT,_T,2015-12,29208.35
IT,_T,2016-01,50152.23
IT,_T,2016-02,51137.66
IT,_T,2016-03,47797.6
IT,_T,2016-04,58862.34
IT,_T,2016-05,48528.46
IT,_T,2016-06,51791.27
IT,_T,2016-07,48356.16
IT,_T,2016-08,32784.22
IT,_T,2016-09,45004.74
IT,_T,2016-10,58815.98
IT,_T,2016-11,51996.39
IT,_T,2016-12,21814.65
IT,_T,2017-01,67302.91
IT,_T,2017-02,55979.03
IT,_T,2017-03,56557.72
IT,_T,2017-04,43678.11
IT,_T,2017-05,56352.12
IT,_T,2017-06,49996.82
IT,_T,2017-07,56049.86
IT,_T,2017-08,29128.3
IT,_T,2017-09,40459.4
IT,_T,2017-10,46800.8
IT,_T,2017-11,59465.23
IT,_T,2017-12,36369.32
IT,_T,2018-01,62753.85
IT,_T,2018-02,45057.1
IT,_T,2018-03,52446.6
IT,_T,2018-04,48420.79
IT,_T,2018-05,56130.21
IT,_T,2018-06,44369.27
IT,_T,2018-07,54533.3
IT,_T,2018-08,31257.12
IT,_T,2018-09,44260.92
IT,_T,2018-10,38284.35
IT,_T,2018-11,47538.05
IT,_T,2018-12,44788.39
IT,_T,2019-01,70437.82
IT,_T,2019-02,53280.95
IT,_T,2019-03,53131.47
IT,_T,2019-04,47011.48
IT,_T,2019-05,44946.19
IT,_T,2019-06,56979.77
IT,_T,2019-07,54488.64
IT,_T,2019-08,31982.87
IT,_T,2019-09,47297.8
IT,_T,2019-10,71217.64
IT,_T,2019-11,61264.11
IT,_T,2019-12,35025.39
IT,_T,2020-01,60879.64
IT,_T,2020-02,56021.19
IT,_T,2020-03,39576.39
IT,_T,2020-04,78029.02
IT,_T,2020-05,82550.38
IT,_T,2020-06,83535.32
IT,_T,2020-07,69060.63
IT,_T,2020-08,36357.28
IT,_T,2020-09,59892.78
IT,_T,2020-10,49099.43
IT,_T,2020-11,50721.79
IT,_T,2020-12,57134.16074321
IT,_T,2021-01,63474.50139095
IT,_T,2021-02,62917.00481882
IT,_T,2021-03,57582.39693503
IT,_T,2021-04,73836.38167914
IT,_T,2021-05,66733.98446526
IT,_T,2021-06,68509.77155536
IT,_T,2021-07,62227.88483405
IT,_T,2021-08,31158.506025249997
IT,_T,2021-09,36340.97102938
IT,_T,2021-10,46221.19631267861
IT,_T,2021-11,49304.9174732654
IT,_T,2021-12,39629.897124740004
IT,_T,2022-01,47323.56539412
IT,_T,2022-02,52717.10919964156
IT,_T,2022-03,65332.584641229994
IT,_T,2022-04,47285.59958362
IT,_T,2022-05,44542.8153421895
IT,_T,2022-06,56368.57288842001
IT,_T,2022-07,45117.36601745999
IT,_T,2022-08,31074.73882795
IT,_T,2022-09,57336.083571020004
IT,_T,2022-10,48790.0439192312
IT,_T,2022-11,83429.61516365
IT,_T,2022-12,49055.012238159994
IT,_T,2023-01,46845.42256347014
IT,_T,2023-02,59308.32273421
IT,_T,2023-03,70651.45592889
IT,_T,2023-04,60272.451061572705
IT,_T,2023-05,61068.1608937
IT,_T,2023-06,88263.16910510999
IT,_T,2023-07,60630.18698202818
IT,_T,2023-08,34638.1156134309
IT,_T,2023-09,72024.0489623566
IT,_T,2023-10,81544.00619899
IT,_T,2023-11,56506.83742314481
IT,_T,2023-12,43668.10852561545
IT,_T,2024-01,67528.56865391819
IT,_T,2024-02,69983.6072135389
IT,_T,2024-03,83305.47066665583
IT,_T,2024-04,64426.19978743942
IT,_T,2024-05,94604.53383273823
IT,_T,2024-06,66830.27622688729
IT,_T,2024-07,62335.94883238184
IT,_T,2024-08,34689.18012318
IT,_T,2024-09,73533.38904642
IT,_T,2024-10,66524.75440399004
IT,_T,2024-11,70753.74902155275
IT,_T,2024-12,43137.89878490259
IT,_T,2025-01,75930.25702061
IT,_T,2025-02,80316.251244168
IT,_T,2025-03,67216.36147965262
IT,_T,2025-04,58412.1830538312
IT,_T,2025-05,70181.35813647
IT,_T,2025-06,89230.6255281191
IT,_T,2025-07,59880.65125251
IT,_T,2025-08,28329.01906283554
IT,_T,2025-09,69272.75726912977
IT,_T,2025-10,70857.31058110489
IT,_T,2025-11,76449.5895052185
IT,_T,2025-12,46973.07098423
IT,_T,2026-01,72544.77196437688
IT,_T,2026-02,66765.3988111057
IT,_T,2026-03,74078.6719812108
IT,_T,2026-04,77680.61949727009
IT,_T,2026-05,75695.68794757
IT,_T,2026-06,105586.15994612999
IT,_T,2026-07,73412.6599023743
NL,EUR,2014-01,47853.833
NL,EUR,2014-02,35434.172
NL,EUR,2014-03,48364.316
NL,EUR,2014-04,42075.165
NL,EUR,2014-05,35890.492
NL,EUR,2014-06,28363.441
NL,EUR,2014-07,26373.052
NL,EUR,2014-08,14908.064
NL,EUR,2014-09,27864.532
NL,EUR,2014-10,24947.944
NL,EUR,2014-11,31467.41
NL,EUR,2014-12,14924.79
NL,EUR,2015-01,37785.97
NL,EUR,2015-02,23031.49
NL,EUR,2015-03,40688.699
NL,EUR,2015-04,35065.98
NL,EUR,2015-05,23086.75
NL,EUR,2015-06,39069.96
NL,EUR,2015-07,26613.61
NL,EUR,2015-08,14796.89
NL,EUR,2015-09,31616
NL,EUR,2015-10,33999.012
NL,EUR,2015-11,21085.921
NL,EUR,2015-12,19317.7
NL,EUR,2016-01,33277.37
NL,EUR,2016-02,28724.37
NL,EUR,2016-03,38690.161
NL,EUR,2016-04,36530.75
NL,EUR,2016-05,32705.23
NL,EUR,2016-06,46677.212
NL,EUR,2016-07,43916.54
NL,EUR,2016-08,23638.52
NL,EUR,2016-09,37178.73
NL,EUR,2016-10,27712.54
NL,EUR,2016-11,37493.61
NL,EUR,2016-12,29322.14
NL,EUR,2017-01,49183.522
NL,EUR,2017-02,30933.212
NL,EUR,2017-03,34941.34
NL,EUR,2017-04,26448.56
NL,EUR,2017-05,41786.775
NL,EUR,2017-06,28329.69
NL,EUR,2017-07,27169.89
NL,EUR,2017-08,21210.102
NL,EUR,2017-09,29181.263
NL,EUR,2017-10,36680.885
NL,EUR,2017-11,31713.83
NL,EUR,2017-12,27399.16
NL,EUR,2018-01,50647.48
NL,EUR,2018-02,31581.9
NL,EUR,2018-03,43505.101
NL,EUR,2018-04,43049.99
NL,EUR,2018-05,35577.02
NL,EUR,2018-06,46654.67
NL,EUR,2018-07,35847.43
NL,EUR,2018-08,36434.266
NL,EUR,2018-09,44235.17
NL,EUR,2018-10,37874.17
NL,EUR,2018-11,53925.159
NL,EUR,2018-12,28610.08
NL,EUR,2019-01,50479.9
NL,EUR,2019-02,42054.647
NL,EUR,2019-03,25890.84
NL,EUR,2019-04,42028.02
NL,EUR,2019-05,38094.524
NL,EUR,2019-06,33736.518
NL,EUR,2019-07,32520.864
NL,EUR,2019-08,26067.64
NL,EUR,2019-09,43951.9
NL,EUR,2019-10,33614.93
NL,EUR,2019-11,39615.19
NL,EUR,2019-12,24795.29
NL,EUR,2020-01,48528.07
NL,EUR,2020-02,29268.76
NL,EUR,2020-03,44868.538
NL,EUR,2020-04,98183.37
NL,EUR,2020-05,69894.97
NL,EUR,2020-06,61555.24
NL,EUR,2020-07,48948.324
NL,EUR,2020-08,26158.7
NL,EUR,2020-09,45090.534
NL,EUR,2020-10,34649.479
NL,EUR,2020-11,26400.62
NL,EUR,2020-12,17494.317417805003
NL,EUR,2021-01,39107.882851143
NL,EUR,2021-02,30791.577647382997
NL,EUR,2021-03,53433.86300299999
NL,EUR,2021-04,54860.558272131995
NL,EUR,2021-05,32588.49512
NL,EUR,2021-06,47349.361424828996
NL,EUR,2021-07,32913.925110832
NL,EUR,2021-08,27928.1446858995
NL,EUR,2021-09,55694.8776
NL,EUR,2021-10,58290.041763
NL,EUR,2021-11,53180.83613147
NL,EUR,2021-12,42013.90417
NL,EUR,2022-01,58291.247199999
NL,EUR,2022-02,49302.88019879763
NL,EUR,2022-03,65121.713241000005
NL,EUR,2022-04,45484.091782134
NL,EUR,2022-05,54609.541476663
NL,EUR,2022-06,45647.932750500004
NL,EUR,2022-07,30781.090594075
NL,EUR,2022-08,35912.597722709994
NL,EUR,2022-09,63239.777647631
NL,EUR,2022-10,69206.77344799999
NL,EUR,2022-11,70620.107198109
NL,EUR,2022-12,39148.090773
NL,EUR,2023-01,67312.92408396199
NL,EUR,2023-02,59454.5940313309
NL,EUR,2023-03,59619.094898027004
NL,EUR,2023-04,74638.757725
NL,EUR,2023-05,53160.97856636
NL,EUR,2023-06,53553.823252400005
NL,EUR,2023-07,63908.69413094
NL,EUR,2023-08,39802.79539
NL,EUR,2023-09,65873.30904992
NL,EUR,2023-10,57140.720171
NL,EUR,2023-11,49922.802170489995
NL,EUR,2023-12,44793.79879679
NL,EUR,2024-01,72752.90242957001
NL,EUR,2024-02,65618.58035952
NL,EUR,2024-03,63289.596078903
NL,EUR,2024-04,67539.2114411
NL,EUR,2024-05,72130.88405958
NL,EUR,2024-06,54883.467933938206
NL,EUR,2024-07,57677.89392333369
NL,EUR,2024-08,51599.002332153206
NL,EUR,2024-09,76224.04280698
NL,EUR,2024-10,53248.570377467004
NL,EUR,2024-11,63541.88836032
NL,EUR,2024-12,62897.9368626754
NL,EUR,2025-01,80906.77815257
NL,EUR,2025-02,69909.314855006
NL,EUR,2025-03,68348.83179269198
NL,EUR,2025-04,75137.445980658
NL,EUR,2025-05,88865.2247212458
NL,EUR,2025-06,67543.406282565
NL,EUR,2025-07,45752.758753746
NL,EUR,2025-08,43506.241189251
NL,EUR,2025-09,63218.76128928701
NL,EUR,2025-10,83953.330176348
NL,EUR,2025-11,67798.784685593
NL,EUR,2025-12,39023.535739237996
NL,EUR,2026-01,68973.539479834
NL,EUR,2026-02,58631.726927821
NL,EUR,2026-03,90378.904595848
NL,EUR,2026-04,101981.89085710299
NL,EUR,2026-05,65812.03360162282
NL,EUR,2026-06,77342.5885500428
NL,EUR,2026-07,58663.7835196922
NL,X1,2014-01,19206.689
NL,X1,2014-02,20881.178
NL,X1,2014-03,17086.432
NL,X1,2014-04,11596.391
NL,X1,2014-05,18244.244
NL,X1,2014-06,25436.173
NL,X1,2014-07,17017.684
NL,X1,2014-08,16473.038
NL,X1,2014-09,20332.309
NL,X1,2014-10,14133.201
NL,X1,2014-11,12787.977
NL,X1,2014-12,38697.02
NL,X1,2015-01,15725.35
NL,X1,2015-02,16875.47
NL,X1,2015-03,21933.19
NL,X1,2015-04,18693.39
NL,X1,2015-05,32711.761
NL,X1,2015-06,23636.4
NL,X1,2015-07,16831.46
NL,X1,2015-08,22794.254
NL,X1,2015-09,17123.78
NL,X1,2015-10,10515.17
NL,X1,2015-11,11722.71
NL,X1,2015-12,13398.16
NL,X1,2016-01,15763.221
NL,X1,2016-02,23368.661
NL,X1,2016-03,18816.475
NL,X1,2016-04,22390.501
NL,X1,2016-05,32444.381
NL,X1,2016-06,20745.221
NL,X1,2016-07,18237.191
NL,X1,2016-08,18968.111
NL,X1,2016-09,27798.681
NL,X1,2016-10,18234.579
NL,X1,2016-11,17441.281
NL,X1,2016-12,11147.281
NL,X1,2017-01,42147.476
NL,X1,2017-02,21739.352
NL,X1,2017-03,29671.62
NL,X1,2017-04,27015.669
NL,X1,2017-05,29132.605
NL,X1,2017-06,20868.592
NL,X1,2017-07,35639.465
NL,X1,2017-08,31657.138
NL,X1,2017-09,31754.108
NL,X1,2017-10,31169.573
NL,X1,2017-11,19900.493
NL,X1,2017-12,15223.018
NL,X1,2018-01,29368.913
NL,X1,2018-02,28664.353
NL,X1,2018-03,20059.612
NL,X1,2018-04,38104.69
NL,X1,2018-05,25302.58
NL,X1,2018-06,22383.976
NL,X1,2018-07,26439.932
NL,X1,2018-08,25395.43
NL,X1,2018-09,29959.291
NL,X1,2018-10,25360.752
NL,X1,2018-11,29842.025
NL,X1,2018-12,13201.728
NL,X1,2019-01,26746.99
NL,X1,2019-02,27904.368
NL,X1,2019-03,28923.4
NL,X1,2019-04,21593.133
NL,X1,2019-05,25254.952
NL,X1,2019-06,19072.389
NL,X1,2019-07,32401.06
NL,X1,2019-08,30127.784
NL,X1,2019-09,39251.666
NL,X1,2019-10,17918.292
NL,X1,2019-11,21922.236
NL,X1,2019-12,13070.575
NL,X1,2020-01,29217.22
NL,X1,2020-02,22656.584
NL,X1,2020-03,28104.282
NL,X1,2020-04,28814.235
NL,X1,2020-05,19306.287
NL,X1,2020-06,18789.102
NL,X1,2020-07,20820.164
NL,X1,2020-08,16463.019
NL,X1,2020-09,21636.449
NL,X1,2020-10,19383.497
NL,X1,2020-11,15507.682
NL,X1,2020-12,12618.38080513617
NL,X1,2021-01,29792.098725853662
NL,X1,2021-02,23597.649902756842
NL,X1,2021-03,36691.7719175737
NL,X1,2021-04,30604.00371989926
NL,X1,2021-05,23638.485251120896
NL,X1,2021-06,23388.746589053968
NL,X1,2021-07,28008.04542935266
NL,X1,2021-08,18245.689689184546
NL,X1,2021-09,23376.492010872833
NL,X1,2021-10,16414.801219962224
NL,X1,2021-11,22281.228422137425
NL,X1,2021-12,14200.82044909047
NL,X1,2022-01,29744.833346086583
NL,X1,2022-02,20894.68770171414
NL,X1,2022-03,25577.976966184877
NL,X1,2022-04,28799.72534323095
NL,X1,2022-05,26332.4872397741
NL,X1,2022-06,19240.496333919822
NL,X1,2022-07,36054.22806474492
NL,X1,2022-08,24574.27866714084
NL,X1,2022-09,21454.922802789984
NL,X1,2022-10,41077.31949692625
NL,X1,2022-11,51909.84327668349
NL,X1,2022-12,21084.780848650495
NL,X1,2023-01,29578.146813067222
NL,X1,2023-02,35195.01217557097
NL,X1,2023-03,20510.850939634267
NL,X1,2023-04,16800.799456218898
NL,X1,2023-05,20391.455010352976
NL,X1,2023-06,21950.755316200022
NL,X1,2023-07,20740.942360379242
NL,X1,2023-08,23285.798148253427
NL,X1,2023-09,25636.03309768536
NL,X1,2023-10,26886.299157466077
NL,X1,2023-11,19491.344508380604
NL,X1,2023-12,14240.160244694594
NL,X1,2024-01,23730.24169886566
NL,X1,2024-02,23363.721294636274
NL,X1,2024-03,32210.12227813623
NL,X1,2024-04,16595.636107638038
NL,X1,2024-05,25010.624013518383
NL,X1,2024-06,23434.478525810955
NL,X1,2024-07,30256.461453255597
NL,X1,2024-08,24990.35787294602
NL,X1,2024-09,28090.50681763477
NL,X1,2024-10,28073.684083363205
NL,X1,2024-11,27005.43021552856
NL,X1,2024-12,20054.945712713667
NL,X1,2025-01,41465.45945889664
NL,X1,2025-02,32605.5643362367
NL,X1,2025-03,37119.93451663775
NL,X1,2025-04,26206.52155306086
NL,X1,2025-05,38111.81819595597
NL,X1,2025-06,26060.54004599078
NL,X1,2025-07,29083.894623945424
NL,X1,2025-08,43462.07488915059
NL,X1,2025-09,48116.390581648724
NL,X1,2025-10,48569.05795982082
NL,X1,2025-11,45007.229835053615
NL,X1,2025-12,26707.85516181554
NL,X1,2026-01,54928.93107979078
NL,X1,2026-02,48395.674606691035
NL,X1,2026-03,65614.45486352121
NL,X1,2026-04,45932.93131278525
NL,X1,2026-05,44772.54321698483
NL,X1,2026-06,57189.51312363589
NL,X1,2026-07,58049.460668913176
NL,_T,2014-01,67060.522
NL,_T,2014-02,56315.35
NL,_T,2014-03,65450.748
NL,_T,2014-04,53671.556
NL,_T,2014-05,54134.736
NL,_T,2014-06,53799.614
NL,_T,2014-07,43390.736
NL,_T,2014-08,31381.102
NL,_T,2014-09,48196.841
NL,_T,2014-10,39081.145
NL,_T,2014-11,44255.387
NL,_T,2014-12,53621.81
NL,_T,2015-01,53511.32
NL,_T,2015-02,39906.96
NL,_T,2015-03,62621.889
NL,_T,2015-04,53759.37
NL,_T,2015-05,55798.511
NL,_T,2015-06,62706.36
NL,_T,2015-07,43445.07
NL,_T,2015-08,37591.144
NL,_T,2015-09,48739.78
NL,_T,2015-10,44514.182
NL,_T,2015-11,32808.631
NL,_T,2015-12,32715.86
NL,_T,2016-01,49040.591
NL,_T,2016-02,52093.031
NL,_T,2016-03,57506.636
NL,_T,2016-04,58921.251
NL,_T,2016-05,65149.611
NL,_T,2016-06,67422.433
NL,_T,2016-07,62153.731
NL,_T,2016-08,42606.631
NL,_T,2016-09,64977.411
NL,_T,2016-10,45947.119
NL,_T,2016-11,54934.891
NL,_T,2016-12,40469.421
NL,_T,2017-01,91330.998
NL,_T,2017-02,52672.564
NL,_T,2017-03,64612.96
NL,_T,2017-04,53464.229
NL,_T,2017-05,70919.38
NL,_T,2017-06,49198.282
NL,_T,2017-07,62809.355
NL,_T,2017-08,52867.24
NL,_T,2017-09,60935.371
NL,_T,2017-10,67850.458
NL,_T,2017-11,51614.323
NL,_T,2017-12,42622.178
NL,_T,2018-01,80016.393
NL,_T,2018-02,60246.253
NL,_T,2018-03,63564.713
NL,_T,2018-04,81154.68
NL,_T,2018-05,60879.6
NL,_T,2018-06,69038.646
NL,_T,2018-07,62287.362
NL,_T,2018-08,61829.696
NL,_T,2018-09,74194.461
NL,_T,2018-10,63234.922
NL,_T,2018-11,83767.184
NL,_T,2018-12,41811.808
NL,_T,2019-01,77226.89
NL,_T,2019-02,69959.015
NL,_T,2019-03,54814.24
NL,_T,2019-04,63621.153
NL,_T,2019-05,63349.476
NL,_T,2019-06,52808.907
NL,_T,2019-07,64921.924
NL,_T,2019-08,56195.424
NL,_T,2019-09,83203.566
NL,_T,2019-10,51533.222
NL,_T,2019-11,61537.426
NL,_T,2019-12,37865.865
NL,_T,2020-01,77745.29
NL,_T,2020-02,51925.344
NL,_T,2020-03,72972.82
NL,_T,2020-04,126997.605
NL,_T,2020-05,89201.257
NL,_T,2020-06,80344.342
NL,_T,2020-07,69768.488
NL,_T,2020-08,42621.719
NL,_T,2020-09,66726.983
NL,_T,2020-10,54032.976
NL,_T,2020-11,41908.302
NL,_T,2020-12,30112.69822294117
NL,_T,2021-01,68899.98157699665
NL,_T,2021-02,54389.22755013984
NL,_T,2021-03,90125.6349205737
NL,_T,2021-04,85464.56199203127
NL,_T,2021-05,56226.980371120895
NL,_T,2021-06,70738.10801388297
NL,_T,2021-07,60921.97054018466
NL,_T,2021-08,46173.83437508404
NL,_T,2021-09,79071.36961087283
NL,_T,2021-10,74704.84298296223
NL,_T,2021-11,75462.06455360743
NL,_T,2021-12,56214.72461909048
NL,_T,2022-01,88036.08054608559
NL,_T,2022-02,70197.56790051177
NL,_T,2022-03,90699.69020718487
NL,_T,2022-04,74283.81712536496
NL,_T,2022-05,80942.0287164371
NL,_T,2022-06,64888.42908441981
NL,_T,2022-07,66835.31865881992
NL,_T,2022-08,60486.87638985084
NL,_T,2022-09,84694.70045042099
NL,_T,2022-10,110284.09294492626
NL,_T,2022-11,122529.95047479248
NL,_T,2022-12,60232.8716216505
NL,_T,2023-01,96891.07089702922
NL,_T,2023-02,94649.60620690187
NL,_T,2023-03,80129.94583766126
NL,_T,2023-04,91439.5571812189
NL,_T,2023-05,73552.43357671298
NL,_T,2023-06,75504.57856860002
NL,_T,2023-07,84649.63649131924
NL,_T,2023-08,63088.59353825344
NL,_T,2023-09,91509.34214760536
NL,_T,2023-10,84027.01932846608
NL,_T,2023-11,69414.1466788706
NL,_T,2023-12,59033.95904148459
NL,_T,2024-01,96483.14412843567
NL,_T,2024-02,88982.30165415628
NL,_T,2024-03,95499.71835703924
NL,_T,2024-04,84134.84754873803
NL,_T,2024-05,97141.50807309839
NL,_T,2024-06,78317.94645974916
NL,_T,2024-07,87934.35537658929
NL,_T,2024-08,76589.36020509922
NL,_T,2024-09,104314.54962461477
NL,_T,2024-10,81322.25446083021
NL,_T,2024-11,90547.31857584856
NL,_T,2024-12,82952.88257538907
NL,_T,2025-01,122372.23761146667
NL,_T,2025-02,102514.8791912427
NL,_T,2025-03,105468.76630932976
NL,_T,2025-04,101343.96753371885
NL,_T,2025-05,126977.04291720178
NL,_T,2025-06,93603.94632855577
NL,_T,2025-07,74836.65337769141
NL,_T,2025-08,86968.31607840158
NL,_T,2025-09,111335.15187093573
NL,_T,2025-10,132522.38813616883
NL,_T,2025-11,112806.01452064663
NL,_T,2025-12,65731.39090105354
NL,_T,2026-01,123902.47055962478
NL,_T,2026-02,107027.40153451203
NL,_T,2026-03,155993.3594593692
NL,_T,2026-04,147914.82216988824
NL,_T,2026-05,110584.57681860765
NL,_T,2026-06,134532.10167367867
NL,_T,2026-07,116713.24418860537
PT,EUR,2014-01,20371.03
PT,EUR,2014-02,23370.4
PT,EUR,2014-03,15314.22157733
PT,EUR,2014-04,30150.61
PT,EUR,2014-05,24766.66
PT,EUR,2014-06,18004.33
PT,EUR,2014-07,14181.78
PT,EUR,2014-08,10626.55
PT,EUR,2014-09,18172.75488227
PT,EUR,2014-10,12558.88
PT,EUR,2014-11,17502.869495
PT,EUR,2014-12,21039.22181051
PT,EUR,2015-01,20456.51
PT,EUR,2015-02,22112.95
PT,EUR,2015-03,21607.23
PT,EUR,2015-04,24970.96
PT,EUR,2015-05,28545.59
PT,EUR,2015-06,14985.05
PT,EUR,2015-07,15522.4535
PT,EUR,2015-08,7703.65
PT,EUR,2015-09,14142.58
PT,EUR,2015-10,15376.16
PT,EUR,2015-11,12277.37
PT,EUR,2015-12,14573.19
PT,EUR,2016-01,13708.04266345
PT,EUR,2016-02,10990.07
PT,EUR,2016-03,12875.54
PT,EUR,2016-04,10635.02
PT,EUR,2016-05,14254.59683472
PT,EUR,2016-06,12106.31
PT,EUR,2016-07,13304.65
PT,EUR,2016-08,10763.73
PT,EUR,2016-09,13237.03
PT,EUR,2016-10,8770.6
PT,EUR,2016-11,12543.34
PT,EUR,2016-12,12514.54
PT,EUR,2017-01,14995.81
PT,EUR,2017-02,9402.8
PT,EUR,2017-03,12306.97
PT,EUR,2017-04,12513.26
PT,EUR,2017-05,13862.13
PT,EUR,2017-06,11926.88
PT,EUR,2017-07,14945.29
PT,EUR,2017-08,10446.72
PT,EUR,2017-09,15086
PT,EUR,2017-10,12588.9
PT,EUR,2017-11,13030.59
PT,EUR,2017-12,13760.67117915
PT,EUR,2018-01,15923.15
PT,EUR,2018-02,8915.95
PT,EUR,2018-03,11069.38
PT,EUR,2018-04,12408.91
PT,EUR,2018-05,12012.11
PT,EUR,2018-06,14691.39
PT,EUR,2018-07,12732.11
PT,EUR,2018-08,7235.93
PT,EUR,2018-09,11089.03
PT,EUR,2018-10,12614.51
PT,EUR,2018-11,10586.38
PT,EUR,2018-12,13766.47
PT,EUR,2019-01,16294.25
PT,EUR,2019-02,10213.14494
PT,EUR,2019-03,13477.54594763
PT,EUR,2019-04,10697.55533024
PT,EUR,2019-05,12092.08
PT,EUR,2019-06,13032.29
PT,EUR,2019-07,15828.04
PT,EUR,2019-08,7612.37
PT,EUR,2019-09,13114.35
PT,EUR,2019-10,11440.15
PT,EUR,2019-11,10334.26
PT,EUR,2019-12,12831.53764748
PT,EUR,2020-01,16977.83079954
PT,EUR,2020-02,10498.18
PT,EUR,2020-03,13187.79756191
PT,EUR,2020-04,21407.09735001
PT,EUR,2020-05,12330.68
PT,EUR,2020-06,12032.80081116
PT,EUR,2020-07,17176.00411904
PT,EUR,2020-08,8354.695
PT,EUR,2020-09,11908.28770292
PT,EUR,2020-10,8120.24954668
PT,EUR,2020-11,7220.27965002
PT,EUR,2020-12,10435.053141690001
PT,EUR,2021-01,7491.2508828499995
PT,EUR,2021-02,9496.86692167
PT,EUR,2021-03,7615.34003109
PT,EUR,2021-04,12283.701760330001
PT,EUR,2021-05,8771.210279840001
PT,EUR,2021-06,9063.22362606
PT,EUR,2021-07,9639.920157100001
PT,EUR,2021-08,5620.61882813
PT,EUR,2021-09,8426.56356594
PT,EUR,2021-10,6652.0424373000005
PT,EUR,2021-11,7836.00783126
PT,EUR,2021-12,6085.31141603
PT,EUR,2022-01,9235.71946275
PT,EUR,2022-02,6521.290432829999
PT,EUR,2022-03,10135.7549371
PT,EUR,2022-04,9209.687167709999
PT,EUR,2022-05,6931.13753632
PT,EUR,2022-06,10474.457864
PT,EUR,2022-07,5894.240913860001
PT,EUR,2022-08,2792.7640452699998
PT,EUR,2022-09,8872.711848719999
PT,EUR,2022-10,9670.68063272
PT,EUR,2022-11,5357.20254033
PT,EUR,2022-12,6212.05164497
PT,EUR,2023-01,9785.85439065
PT,EUR,2023-02,9686.53574797
PT,EUR,2023-03,7363.57607497
PT,EUR,2023-04,5336.86051673
PT,EUR,2023-05,6480.04702565
PT,EUR,2023-06,8884.44236303
PT,EUR,2023-07,8375.55619
PT,EUR,2023-08,4443.78951109
PT,EUR,2023-09,7353.068321
PT,EUR,2023-10,6037.40251135
PT,EUR,2023-11,5850.037204640001
PT,EUR,2023-12,9887.85843111
PT,EUR,2024-01,13053.16035593
PT,EUR,2024-02,11311.84736074
PT,EUR,2024-03,10771.81914242
PT,EUR,2024-04,8646.135082499999
PT,EUR,2024-05,14496.8210088
